Customenumber,Organisationsnummer
753,0
756,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
781,0
827,0
844,0
18048,0
18052,0
18080,0
8000001,0
8000004,0
8000005,0
8000006,0
8000007,0
8000008,0
8000009,0
8000010,0
8000011,0
8000012,0
8000013,0
8000014,0
8000015,0
8000016,0
8000017,0
8000018,0
8000019,0
8000020,0
8000021,0
8000022,0
8000023,0
8000024,0
8000025,0
8000026,0
8000027,0
8000028,0
8000029,0
8000030,0
8000031,0
8000032,0
8000033,0
8000034,0
8000035,0
8000036,0
8000037,0
8000038,0
8000039,0
8000040,0
8000041,0
8000042,0
8000043,0
8000044,0
8000045,0
8000046,0
8000047,0
8000048,0
8000049,0
8000050,0
8000051,0
8000052,0
8000053,0
8000054,0
8000055,0
8000056,0
8000057,0
8000058,0
8000059,0
8000060,0
8000062,0
8000063,0
8000064,0
8000065,0
8000066,0
8000067,0
8000068,0
8000069,0
8000070,0
8000071,0
8000072,0
8000073,0
8000074,0
8000075,0
8000076,0
8000077,0
8000078,0
8000079,0
8000080,0
8000081,0
8000082,0
8000083,0
8000084,0
8000085,0
8000086,0
8000087,0
8000088,0
8000090,0
8000093,0
8000094,0
8000095,0
8000096,0
8000097,0
8000099,0
8000100,0
8000101,0
8000103,0
8000104,0
8000105,0
8000106,0
8000107,0
8000108,0
8000109,0
8000110,0
8000111,0
8000112,0
8000113,0
8000114,0
8000115,0
8000116,0
8000117,0
8000118,0
8000119,0
8000120,0
8000121,0
8000122,0
8000123,0
8000124,0
8000125,0
8000126,0
8000127,0
8000128,0
8000129,0
8000130,0
8000131,0
8000132,0
8000133,0
8000135,0
8000136,0
8000137,0
8000138,0
8000139,0
8000140,0
8000141,0
8000142,0
8000143,0
8000144,0
8000145,0
8000146,0
8000147,0
8000148,0
8000149,0
8000150,0
8000151,0
8000152,0
8000153,0
8000154,0
8000155,0
8000156,0
8000157,0
8000158,0
8000159,0
8000160,0
8000161,0
8000162,
8000163,0
8000164,0
8000165,0
8000166,0
8000167,0
8000168,0
8000169,0
8000170,0
8000171,0
8000172,0
8000173,0
8000174,0
8000175,0
8000176,0
8000177,0
8000178,0
8000179,0
8000180,0
8000181,0
8000182,0
8000183,0
8000184,0
8000185,0
8000187,0
8000188,0
8000189,0
8000190,0
8000191,0
8000192,0
8000193,0
8000194,0
8000195,0
8000196,0
8000198,0
8000199,0
8000200,0
8000201,0
8000202,0
8000203,0
8000204,0
8000205,0
8000206,0
8000207,0
8000208,0
8000209,0
8000210,0
8000211,0
8000212,0
8000213,0
8000214,0
8000216,0
8000217,0
8000219,0
8000220,0
8000221,0
8000222,0
8000223,0
8000224,0
8000225,0
8000226,0
8000227,0
8000228,0
8000229,0
8000230,0
8000231,0
8000232,0
8000233,0
8000234,0
8000236,0
8000237,0
8000238,0
8000239,0
8000240,0
8000241,0
8000242,0
8000243,0
8000244,0
8000245,0
8000246,0
8000247,0
8000248,0
8000249,0
8000250,0
8000251,0
8000252,0
8000253,0
8000254,0
8000255,0
8000256,0
8000257,0
8000258,0
8000259,0
8000260,0
8000261,0
8000262,0
8000263,0
8000264,0
8000265,0
8000266,0
8000267,0
8000268,0
8000269,0
8000270,0
8000272,0
8000273,0
8000274,0
8000275,0
8000276,0
8000278,0
8000279,0
8000280,0
8000281,0
8000282,0
8000283,0
8000284,0
8000285,0
8000286,0
8000287,0
8000288,0
8000290,0
8000291,0
8000292,0
8000293,0
8000294,0
8000295,0
8000296,0
8000297,0
8000298,0
8000299,0
8000300,0
8000301,0
8000303,0
8000304,0
8000305,0
8000306,0
8000307,0
8000308,0
8000309,0
8000310,0
8000311,0
8000312,0
8000313,0
8000314,0
8000315,0
8000316,0
8000317,0
8000318,0
8000319,0
8000320,0
8000321,0
8000322,0
8000323,0
8000324,0
8000325,0
8000326,0
8000328,0
8000329,0
8000330,0
18434,0
18435,0
18436,0
18442,0
18444,0
18445,0
18446,0
18447,0
18448,0
18449,0
18450,0
18451,0
18452,0
18453,0
18454,0
18457,0
18459,0
18469,0
18470,0
18472,0
18485,0
18487,0
18490,0
18491,0
18492,0
18493,0
18495,0
18496,0
18498,0
18499,0
18500,0
18501,0
18502,0
18503,0
18507,0
18518,0
18519,0
18520,0
18527,0
18536,0
18540,0
18550,0
18569,0
18570,0
18574,0
18575,0
18576,0
18616,0
18617,0
18618,0
18619,0
18620,0
18628,0
18681,0
0,0
0,556539-6966
0,0
18028,0
18057,0
18084,556604-5828
18443,0
18529,0
18556,0
17476,0
0121707,5562052281
0125765,5561507152
0150987,5560305921
0171561,5560305921
0154195,5561659888
0120923,5565614061
0166504,5566234760
1288,556098-4113
0121152,5566170345
0157205,5567440077
11940,5568149412
12182,5567963789
16529,556899-4049
18571,0
0124396,5561659888
0163238,5567802490
0166926,5563777654
0155951,5561632232
0120352,5561138826
0122713,5564761483
0120337,556061-7879
0121228,5563561652
0121210,5563561652
0168146,5563036101
0167783,559015-9538
0167353,5563726628
0131177,5564853769
0122291,5565870564
0121061,5562822261
0131078,5566992474
0120246,5564948510
1404,5567633226
0156807,5567295042
0101709,5560305921
0156496,5564638749
0160564,5560305921
0160549,5560305921
0172296,5560305921
0171181,5560305921
0160267,5566315809
0160598,5560305921
0157187,556767-1267
0160697,5560305921
16539,556113-8826
18607,556960-2245
18566,0
18643,0
18669,559029-7973
18680,0
0730049,5561138826
1108,5561632232
1114,5561632232
1125,5561632232
3692290,7604060934
0126920,9696818765
6430417,5560071283
4136610,5562010925
4530960,5565715660
0231787,5568080013
4552568,5567416655
0736058,5566778196
5731153,5566180591
5930151,5567724215
2762755,5562151422
4465514,5567000699
2572,0
4259560,0
2051571,5562066794
4299525,5567195119
2052165,5566634589
2662336,5565112033
2763365,5566704291
1344316,5564040375
2052132,5564756046
1344282,5565277828
11936,5560810938
3351338,5566891189
1057306,5560305921
4557518,5560305921
2830016,5565345559
12686,0
12687,0
12690,5569142762
12706,0
12707,0
12719,5566697255
2536522,5561632232
3350443,5561632232
1059864,5561632232
2636827,5561632232
11899,5561632232
1936038,7328000786
2536035,7295001981
1657519,7295001981
1936079,5560305921
1657568,7295001981
1757251,7295001981
1936061,5560305921
1657592,7295001908
1936087,7328000786
2136117,7340001325
3136223,7492002147
3232873,5560305921
4257374,7732002089
0930052,5560305921
4136016,7732002089
4136040,7732002089
16433,7732002089
16471,5560305921
16474,5560305921
16481,5560305921
17707,556925-8287
17708,556906-6219
17710,556688-9225
17716,810426-6567
17719,556908-5631
17720,556913-1435
17721,559010-2280
17722,556842-9699
17723,556935-4474
17724,556568-0047
17725,556767-0897
17726,556808-7059
17727,556890-5151
17728,969741-6114
17729,969760-4552
17730,556546-4905
17731,556871-9651
17732,556880-6755
17733,556959-8195
17734,556960-8887
17735,556971-8256
17736,630925-3075
17737,556400-2011
17738,556703-1413
17739,556753-1446
17740,556816-3967
17741,556825-1903
17742,556860-5785
17744,556923-7596
17747,0
17760,530424-4618
17761,556355-4525
17762,556530-0331
17763,556720-0455
17764,556803-0588
17765,556843-1943
17767,710510-4215
17768,5568852619
17769,9697333079
17770,556173-8158
17771,556438-0680
17772,556506-7757
17773,556872-4883
17774,5568997273
17775,5569696882
17776,556624-6350
17777,556823-6576
17778,556922-6946
17779,661215-6304
17780,5566056163
17781,5569613630
17782,5569684789
17783,5569691024
17784,5569768376
17785,8004062876
17786,9204103981
17787,9697720416
17788,556521-4649
17789,556739-4432
17791,556849-9205
17792,556913-4009
17794,821218-0544
17796,55564002011
17797,5565377842
17798,5565722187
17799,5565743258
17800,5567262141
17801,5567671994
17802,5568409980
17804,5569718348
17805,6402054339
17807,6607125934
17808,670119022
17810,556062-4230
17811,556204-6325
17813,556543-6812
17814,556962-5238
17815,640222-7182
17816,640923-4603
17817,750418-8967
17818,740418-8967
08280001,0
09110001,0
01640001,0
07800001,0
04580001,0
01720001,0
03730001,0
02390001,0
04990001,0
09240001,0
00660001,0
50180001,0
02760001,0
02570001,0
11500001,0
02070001,0
09160001,0
06750001,0
06840001,0
09140001,0
50170001,0
05510001,0
02960001,0
06490001,0
02040001,0
10880001,0
02110001,0
05980001,0
05340001,0
50050001,0
04920001,0
05550001,0
07230001,0
00160001,0
50140001,0
00170001,0
00140001,0
09050001,0
00720001,0
01500001,0
08490001,0
08520001,0
08540001,0
07820001,0
50130001,0
08620001,0
00950001,0
50010001,0
07340001,0
05110001,0
09010001,0
04500001,0
06790001,0
04880001,0
02440001,0
02810001,0
08720001,0
00240001,0
00090001,0
07420001,0
04590001,0
50020001,0
03700001,0
07260001,0
01410001,0
01400001,0
07140001,0
08730001,0
02100001,0
06030001,0
06000001,0
00560001,0
06900001,0
09360001,0
03460001,0
08260001,0
11000001,0
02400001,0
50040001,0
00530001,0
00460001,0
00450001,0
00550001,0
09320001,0
12970001,0
06280001,0
07960001,0
00860001,0
03100001,0
05840001,0
01990001,0
03780001,0
60010001,0
60030001,0
05120001,0
04810001,0
08350001,0
08320001,0
50090001,0
01330001,0
07450001,0
04910001,0
13310001,0
04980001,0
50120001,0
00770001,0
04320001,0
02860001,0
00100001,0
07440001,0
03800001,0
03810001,0
00220001,0
07730001,0
00030001,0
09180001,0
00930001,0
50000001,0
05910001,0
03910001,0
03620001,0
01480001,0
04090001,0
08410001,0
50160001,0
03040001,0
02900001,0
09430001,0
13830001,0
10060001,0
01740001,0
03210001,0
03280001,0
50080001,0
05970001,0
06700001,0
10010001,0
02510001,0
05670001,0
02910001,0
05250001,0
00730001,0
07460001,0
08850001,0
12250001,0
08860001,0
50030001,0
03080001,0
50060001,0
12170001,0
00050001,0
03490001,0
01530001,0
08430001,0
05790001,0
50110001,0
11700001,0
05770001,0
50150001,0
04730001,0
50190001,0
08660001,0
08800001,0
02930001,0
02220001,0
08870001,0
08130001,0
00710001,0
50100001,0
08770001,0
18079,0
2661882,5566300991
2763506,5563002228
2661999,5560811001
2763050,5566544853
3072527,9164360852
2762854,9165433344
2762730,5568571797
3036571,5910133973
2661270,5567157192
2661510,6802083573
2762797,5567235204
2762615,5567682488
2763688,5563906287
2762664,5563545259
2762656,5562529569
2762532,5562696244
2763035,5562642107
2762375,5565730313
2762425,5563678167
2762581,5561559542
2762946,0
2661338,5568168958
2865822,5562756089
2865814,5562095306
2938694,5564156684
3036589,5563722163
2866804,5565957569
2865491,5562059849
2970861,5567101380
2201,5562071224
3073400,5561335018
2866812,5560804683
2833796,5566924246
2865657,5565965653
3072881,5565725313
2938645,5562095280
2866952,5564041787
2865699,5567241525
16496,556594-0011
2833580,5562028927
2830032,5565888715
2867141,5561691741
2970838,5566404116
2865848,5561206268
2869980,5562021989
2830073,5566206420
2866044,5560855362
2851669,5566794508
2851653,5566690458
2938603,5562071265
3034501,5568115900
2865673,5561667154
2835528,5561686931
2851724,5566859012
2860203,5565880266
2970630,5562005370
2835361,5566120837
2865632,5565875209
2865749,5563125672
2835379,5564926086
2970366,5561284380
2839058,5565366092
2971091,5566560685
2865467,5563036572
2763167,5566429469
2938686,5566568555
2763126,5567136436
2970432,5562671957
2865780,5565951745
2971067,5565897435
2436756,5564958949
2450300,5566556972
2560001,5564446770
2457844,5566124177
2457810,5565872289
2560068,5566143847
2458073,5567494009
2458214,5568558810
2560969,5561964445
2559961,5568219405
2560027,5563943470
2336774,5565861613
2560035,5565942041
2432763,5563891067
2436632,5562036631
2559979,5565821708
2356764,5567440069
2336717,5562155357
2255008,5566033857
2255040,556486-3501
2238517,5562013341
2255156,5561426049
2051274,5566648126
2866200,5565838983
2661692,9167525519
2736775,5567699334
2762573,5562686716
2867638,5563830701
2750675,5566405733
2866747,5566126008
2763563,5564859428
2865939,5567456453
2867877,5568430598
2866085,5564664448
2764272,5565757266
2870467,5565897443
2865640,5566219290
2661296,5566033824
2865483,5565923058
2867687,5561022228
2971000,5561875971
2765675,5568300049
2830107,6312022319
2870442,5565357406
3050003,5565512463
2661171,5565442463
2762565,5566689542
2736569,5562686724
2750807,5567279459
2950236,5567440267
2866838,5565193439
2838688,5565496253
2839322,5567785836
2762482,5565523015
3050080,5566363163
2866267,5565503496
2763043,5562025949
2850663,5566351143
2661429,5564937208
2255016,5566058136
2866739,9167684043
2560019,5560182114
2458032,5566235908
1659846,5567117451
2255404,5565830055
2457836,5565894341
1647080,5565218434
2560175,5565432993
2750395,5567450969
2661387,5565628079
18482,5567633192
2560167,5566971726
2762391,5565322418
2801,5567633200
2834307,5566395736
2866788,5562077973
2880201,5565902755
2559805,5566251004
2560076,5561707299
2850224,5566287545
2860278,5561880591
2762623,5561138826
2762771,5561786111
2254993,5565637583
2356947,5564308087
2800035,5565724449
2762813,5561138826
2559995,5565761409
2457828,5564867249
2838852,5561138826
2765683,5561192039
2970374,5566891379
2865400,5561138826
2868354,5567009344
2865517,5561138826
2851812,5561138826
2762953,5566737051
12188,5560305921
18410,5560305921
12205,5560305921
18477,5560305921
2850235,5560305921
2970606,5560305921
12247,5560305921
2836856,5560305921
12249,5560305921
2936086,5560305921
2938850,5560305921
2936045,5560305921
2838878,5560305921
12256,5560305921
2836039,5560305921
12360,5560305921
2801330,5560305921
12362,5560305921
2838027,5560305921
12364,5560305921
2836260,5560305921
12366,5560305921
12370,5560305921
2736064,5560305921
12374,5560305921
2836401,5560305921
2836831,5560305921
2836195,5560305921
2836021,5560305921
2836435,5566709654
12489,5560305921
2836575,5560305921
2838712,5560305921
2736114,5560305921
2750166,5565972451
2737294,5563539161
12539,5565972451
12542,5565972451
16221,5565972451
2750755,5565972451
2839959,5565972451
2851515,5565972451
2832947,5565972451
2867158,5565972451
2661239,5565923033
2636553,5566226485
2357101,5568213671
2836336,6805251151
2560142,5565155958
2866374,5562000090
12651,5565483517
2750732,5566582523
3072576,5561632232
3072519,4308183716
3036647,4308183716
12682,5561688275
0,5561632232
2839934,5561632232
2851875,5561632232
2536043,7382002850
2860393,5561632232
2841740,5561632232
0,5561632232
2865764,5561632232
2736528,5561632232
2458065,5561632232
2850967,5561632232
2865772,5561632232
2851746,5561632232
2750473,5561632232
2934321,5561632232
2238806,5561632232
2250262,5561632232
2255032,5561319202
4352365,5561632232
3136215,7492000935
2836799,5560305921
2736197,7440000953
2836062,5560305921
2836757,5560305921
2938033,5560305921
2836112,5566152269
2836609,5568312424
2838621,5560305921
2836823,5560305921
3034709,7382002850
3036050,7382002850
3036035,7382002850
2836815,7450003335
2436178,7382002850
2436137,7382002850
2436111,7382002850
2836542,5560305921
2436145,7382002850
2336113,7382002850
2865608,5560305921
2434801,7382002850
2336048,7362001278
1557222,7295001981
2436046,7382002850
1657535,7295001981
2236123,7382002850
2336089,7362001278
2336063,7362001278
2336055,7362001591
2534741,7382002850
2350194,7362001278
16393,5565536397
16399,556226-3532
16403,5560305921
16405,556670-4184
16413,9696477885
16417,5568045883
16419,5567054035
16431,0
16442,0
16469,5560305921
16492,556855-7432
16493,556859-1480
16497,556215-8195
16503,556597-2451
16508,556597-2451
17483,0
17485,0
17486, 556977-2568
17572,5560305921
17694,556818-8238
17703,556958-3106
17836,556960-2393
18047,0
18432,0
18497,0
18634,5565972451
18656,5590270723
18658,559027
18734,5590619820
18751,5561632232
18753,0
18758,5561632232
18762,5561632232
18766,5561632232
18768,5561632232
18769,5561632232
18770,5561632232
18782,0
3692415,5560239286
3691466,5563059996
3691318,5561328021
3692514,9168977891
3691490,5562395342
3636669,5562129154
3691987,5562042217
3691292,5561607291
1217,5563193571
3381167,5564649415
3360823,5562001171
3378312,5562708510
3377827,5560725318
3378098,5565509105
3377801,5564717014
3335858,5565462685
3360187,5565271250
3377967,5563300036
3379468,5560436106
3377165,5563673515
3276698,5562944966
3275807,5567074017
3276094,4204115713
3275989,5802184712
3276870,5805015657
3277316,5560847344
3232535,5567656805
3173606,5566080429
3174224,5563353241
1559657,5561702852
3173523,5562348234
3136918,5566532494
3137023,5565902813
1532,5565550448
2636637,5566971684
3794740,5561530410
3691821,5563324242
3691789,5562735133
3896164,5564020492
3896172,5564452182
3691383,5567298350
2632834,5566188925
3691730,5566876438
2661148,5564955218
2661304,5562099290
2736338,5565718284
3134780,5567633218
3692381,5561689596
2636777,5566363163
1630344,5566890389
2330157,5566545538
3350356,5567682553
3378148,5567416549
11901,5567295018
3634888,8650005682
3692498,5564645215
3385390,5564725504
3350334,5562694595
3691797,5562164987
3250051,5564949880
3377520,4408255232
3630480,5564267135
3276888,5568219439
3691839,9696311647
3379294,5566285416
3332715,5565290094
3360260,5561755116
3691367,5561119669
18471,5567897813
3333069,5565185450
3352783,5566858964
3691243,9696500116
3352601,5561867549
3275773,5565573499
3378627,5565593810
3691805,5566268081
3236809,5565204616
3650234,5560464058
3379997,5562694686
3337201,5560851726
3379252,5567753206
3233020,5561277079
3250339,5560850785
3275856,5565811691
3360104,5566106364
3378304,5561130559
3377959,5568044803
3339595,5567410583
3337284,5565953873
3360492,5562092220
3379310,5561504209
3360070,5567157028
3633575,9696727644
3386141,5561305755
3380359,5566463542
3692274,5566247713
3276045,5566103189
3378791,5560865932
3378874,5566777206
3276060,5562354976
3692019,5566489851
3997251,5566554811
3378759,5566676192
2051431,5565865457
3150349,5566706114
2736833,5561772582
2762938,5560870213
1659556,5565657060
1646942,5565889978
1546092,5561282780
1659754,5565717120
1647361,5566502372
1141571,5566071634
1546274,5563444750
1650241,5565922852
1646900,5566620729
1445824,559015-9512
1646835,5560766916
1646868,5566773023
1344589,5563707412
1141647,5566444369
2773,5567785570
1646793,5566545215
3173440,5565495701
1646850,5566104989
3173739,5565656054
1457241,5566413521
2762458,5568149446
1159714,5566003470
1141878,5566105812
1141696,5568444235
1445329,5566268610
1650233,5563980894
1445261,5566149463
1445386,5562033562
11941,0
3332889,5561138826
3334448,5562353150
3377603,5561138826
3376662,5562969179
3691375,5563520245
3351060,556961-7474
3381068,5565959573
3377439,5563366326
3377710,5566553367
3386034,5565882718
3377561,5561138826
3377538,5566036710
3377611,5561138826
3378684,5561138826
3386026,5565724506
1445279,5590198833
1141704,5561138826
1646884,5561138826
3378536,5560683509
3691342,5566816459
3377785,5566826276
3330370,5566847546
3173457,5566512033
1559699,5561632232
3173515,5561632232
3352852,5567202105
3173549,5561138826
3379328,5563027951
3376506,5561138826
3377272,556163-2232
3335742,5561138826
3386000,5561138826
12104,556057-8097
3377314,5567807069
11900,5567996078
3233046,5568072804
12186,5569813172
12213,5569813172
2661130,5560305921
3352265,5569813172
3336898,5569813172
12381,5569813172
12382,5569813172
12384,5569813172
3336211,5560305921
3136066,5560305921
3336104,5569813172
3336161,5569813172
12530,5565972451
12534,5565972451
2750455,5565972451
1430230,5565972451
1630420,5565972451
12562,5565624813
3350541,9696792648
2356962,5566436969
1141761,5561497388
2334688,5566980644
1546845,5704292837
1130332,5567869788
3636164,5569813172
3650580,5567295257
3150351,5561632232
3360765,5561632232
3378502,5561632232
3377900,5561632232
3377926,5561632232
3377736,5561632232
3378908,5561632232
1141845,5561632232
3337235,5561632232
3150350,5561632232
3137098,5561632232
1445246,5561632232
1656545,5561632232
1630054,5561632232
3378916,5561632232
3351941,5561632232
3377793,5561632232
3399991,5561632232
3377918,5561632232
3376563,5561632232
3335957,5561632232
3233012,5561632232
3350593,556163223201
3350791,5561632232
3351598,5561632232
3200037,5561632232
3360112,5561632232
3376514,5561632232
3637071,556163223201
3650199,5561632232
3691359,5561632232
3692001,5561632232
1457266,7295001981
1157270,7295001981
1357318,7295001981
3336757,7572021165
3636529,7650000362
1157403,7295001981
1157379,7260004697
5657440,7855002213
3136132,7942001875
1457290,7295001981
1657337,7295001981
3352927,5569813172
2650148,5560305921
1457225,7295001981
1657345,7295001981
1657329,7295001981
1657493,7295001981
3136272,5560305921
3136249,7492002147
1457357,7295001981
1657279,7295001981
1630376,7295001981
1630470,7295001981
3100906,5560305921
3236049,7490000879
3236171,7490000879
3336385,5569813172
3336419,5569813172
3336906,5569813172
3336807,7572003791
3336427,5569813172
3636263,7645001798
3336021,5569813172
3310711,5569813172
1330184,7295001981
1357334,7295001981
5857339,7850001517
5857289,5560305921
6459184,7940001162
6657415,7940001162
16398,5565972451
16406,749600-1202
16411,5561632232
16414,5560683509
16440,5560305921
16443,0
16460,5560305921
16470,5560305921
16475,5560305921
16477,5560305921
16480,5560305921
16482,5560305921
16489,7295001981
16491,5567897839
16505,0
16535,0
17479,749200-2147
17569,7295001981
17571,5560305921
17846,559021-0059
18667,5568594997
18679,0
18690,5568932031
18752,5561632232
18755,5561632232
18765,5561632232
18767,5561632232
18781,5561632232
903,0
904,0
1,252002-8792
2,530424-4618
3,530424-4618
4,556021-4776
5,556051-7848
6,556097-1045
7,556098-7462
8,556098-7462
9,556098-7462
10,556101-7301
11,556122-9005
12,556123-2108
13,556135-2385
14,556141-5760
15,556142-2428
16,556175-3418
17,556192-7376
18,556209-7567
19,556221-7181
20,556222-1688
21,556251-2425
22,556264-3394
23,556277-5865
24,556278-9221
26,556278-9221
28,556288-6803
29,556288-7934
30,556304-6613
31,556311-5988
32,556339-4104
33,556340-2246
34,556342-0768
35,556346-6233
36,556346-6233
37,556376-8786
38,556948-5427
39,556405-1950
40,556438-8931
41,556438-9103
42,556447-6991
43,556449-0018
45,556452-4220
46,556464-8177
47,556480-3038
48,556488-6488
49,556488-6488
50,556488-6488
51,556489-1447
52,556489-1447
53,556489-1447
54,556490-0651
55,556499-0769
56,556499-0769
57,556499-0769
58,556503-6661
59,556518-1723
60,556521-1355
61,556521-1355
62,556529-9426
63,556534-6805
64,556548-0570
65,556552-8337
66,556556-5149
67,556556-7160
68,556568-4908
69,556572-9232
70,556572-9232
71,556572-9232
73,556582-1961
74,556585-0368
75,556587-8427
76,556587-8427
77,556587-8427
78,556587-8427
79,556599-8662
80,556603-5282
81,556603-8963
82,556603-8963
83,556623-6682
84,556634-5590
85,556635-9062
86,556635-9971
87,556640-9230
88,556640-9230
89,556640-9230
90,556640-9230
91,556641-2820
92,556655-5503
93,556657-0809
94,556658-2093
95,556666-5450
96,556668-4345
97,556668-4345
98,556689-6097
99,556702-2511
100,556702-2511
101,556702-2511
102,556702-2511
103,556705-7004
104,556717-3199
105,556745-5174
106,556747-5230
107,556747-5230
108,556747-5230
109,556747-5230
110,556747-5230
111,556749-0007
112,556749-0007
113,556749-0007
114,556749-0007
115,556749-0007
116,556760-5752
117,556777-4756
118,556782-7661
119,556785-4780
120,556785-7205
121,556791-3321
122,556791-3321
123,556791-3321
124,556791-3321
125,556791-3321
126,556791-3321
127,556793-5829
128,556806-5972
129,556813-6864
130,556824-2472
131,556824-2472
132,556824-2472
133,556824-2472
134,556824-2472
135,556824-2472
136,556824-2472
137,556824-2472
138,556824-2472
139,556824-2472
140,556824-2472
141,556827-3097
142,556867-5515
143,556867-5515
144,556889-6996
145,556894-1453
146,556905-1047
147,556916-2315
148,556921-9537
149,556929-4670
150,556931-5368
151,556939-9149
152,556947-4975
153,560528-0154
154,630726-2854
155,671118-1005
156,702000-8186
157,712400-0295
158,716421-4293
159,716445-1390
160,732800-0265
161,760324-1469
162,762500-0349
163,763000-0565
164,769600-1150
165,769600-4238
166,775700-0596
167,783200-0355
168,796100-0986
169,802000-2567
170,802000-3532
171,802000-3532
172,802002-4595
173,802002-6210
174,802002-6210
175,802002-6210
176,802004-9352
177,802005-1465
178,802005-1465
179,802006-1688
180,802006-1688
181,802006-1688
182,802006-1688
183,802006-1688
184,802006-1688
185,802006-1688
186,802006-1688
187,802006-1688
188,802006-1688
189,802006-1688
190,802006-1688
191,802007-3477
192,802017-2998
193,802017-2998
194,802402-0862
195,802406-3680
196,802412-0092
197,802414-3953
198,810221-1961
199,812800-4960
200,813200-2117
201,814800-3331
202,815200-7855
203,815600-0690
204,815600-3926
205,815600-4577
206,815600-6168
207,815600-8172
208,817600-0803
209,817600-0803
210,817600-0803
211,817600-0803
212,817600-1439
213,819000-2710
214,819000-2710
215,825000-1818
216,825000-2576
217,825000-7922
218,825001-2435
219,825001-6717
220,826500-5077
221,827000-5773
222,827500-2254
223,829500-6921
224,832800-0412
225,836200-2761
226,837000-3991
227,838200-4730
228,838200-5950
229,838800-1177
230,838800-9360
231,842000-2746
232,843000-3189
233,846000-1822
234,846004-8716
235,846004-8716
236,848000-1588
237,849400-8272
238,852000-4261
239,857200-3104
240,857200-3104
241,857200-3104
242,857200-3104
243,857200-9853
244,857204-5527
245,864000-1007
246,864500-7900
247,867200-1396
248,867200-1669
249,867200-4283
250,876400-0876
251,878002-0684
252,882000-1371
253,887500-6614
254,888800-1644
255,893201-0476
256,893202-2661
257,894000-0691
258,894000-0691
259,894002-3032
260,894002-8502
261,894701-8480
262,897000-2898
263,898800-1163
264,898800-1205
266,916628-5701
267,916696-4032
268,924000-0118
269,0
270,0
271,0
272,0
274,0
276,0
277,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
313,0
314,0
315,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
395,0
396,0
397,0
398,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,556038-2342
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,556127-3698
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
569,0
570,0
571,0
572,0
573,0
574,0
576,0
577,0
578,0
579,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
606,0
607,0
608,0
609,0
610,0
611,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
659,0
660,0
661,0
662,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
686,0
687,0
688,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
705,0
706,0
